item_id,title,price,domain_id,brand
MLA1170709294,Smart Tv Samsung Series 7 Un55au7000gxug Led 4k 55  100v/240v,144999.0,MLA-TELEVISIONS,Samsung
MLA1218486812,Smart Tv Marca Skyworth 55g3af Frameless Led 4k 55 Pulgadas Hdr 10 Android Tv Control Por Voz Google Assistant Chromecast Built-in,133999.0,MLA-TELEVISIONS,Skyworth
MLA1214813564, Smart Tv Noblex Db58x7500 58  Led 4k Android Tv,140999.0,MLA-TELEVISIONS,Noblex
MLA1262147908,Smart Tv Samsung Crystal Uhd Un65bu8000gxzd Led 4k 65  100v/240v,299999.0,MLA-TELEVISIONS,Samsung
MLA1139482954,Smart Tv LG Ai Thinq 55nano80spa Led 4k 55  100v/240v,211799.0,MLA-TELEVISIONS,LG
MLA1283525094,Smart Tv Jvc Lt-50da7125 Led 4k 50  220v,117999.0,MLA-TELEVISIONS,JVC
MLA1174474361,Smart Tv Philips 43 4k Uhd Android  Pud7407/77 110v-240v,91999.0,MLA-TELEVISIONS,Philips
MLA1158531269,Smart Tv Hyundai Hyled-50uhd5a 4k 50  220v,100822.5,MLA-TELEVISIONS,Hyundai
MLA1233492118,Smart Tv Rca And55fxuhd Lcd 4k 55  220v - 240v,134999.0,MLA-TELEVISIONS,RCA
MLA1347142647,Smart Tv Rca And50fxuhd Led 4k 50  100v/240v,103673.0,MLA-TELEVISIONS,RCA
MLA1297400217,Smart Noblex 50  91dk50x6550 4k Sistema Vidaa,105999.0,MLA-TELEVISIONS,Noblex
MLA1133508626,Smart Tv Samsung Series 6 Qn55q60aagczb Qled 4k 55  220v - 240v,222999.0,MLA-TELEVISIONS,Samsung
MLA1273965270,Tcl Led 55  L55p735 Uhd Google Tv-rv,128999.0,MLA-TELEVISIONS,TCL
MLA1240290150,Smart Tv Noblex Dq50x9500pi Qled 4k 50'' Black Series Con Google Tv,144999.0,MLA-TELEVISIONS,Noblex
MLA1322670052,Smart Tv Bgh B5021uh6a Led 4k 50  220v,104999.0,MLA-TELEVISIONS,BGH
MLA1247996577,Smart Tv 55 Pulgadas 4k Ultra Hd Cdh-le554ksmart21 F - Hitachi,124591.0,MLA-TELEVISIONS,Hitachi
MLA1154482990,Smart Tv Quint Qt1-50frame 4k 50  220v,96999.0,MLA-TELEVISIONS,Quint
MLA1126575123,Smart Tv Aoc 50u6295/77g Led 4k 50  220v,95048.0,MLA-TELEVISIONS,AOC
MLA1347372134,Smart Tv 50 Pulgadas 4k Ultra Hd 50uq8050psb - LG,158817.0,MLA-TELEVISIONS,LG
MLA1298310685,Smart Tv Noblex Dk75x7500pi Led Hdr 4k 75'' Con Google Tv,288999.0,MLA-TELEVISIONS,Noblex
MLA1183243765,Smart Tv Samsung 55 In. Neo Qled 4k Qn85b Serie 8 120 Hz,379999.0,MLA-TELEVISIONS,Samsung
MLA1139241803,Smart Tv LG 43  Led Real 4k Uhd Hdr 10 Pro Thinq 43up7750,97999.0,MLA-TELEVISIONS,LG
MLA927162340,Smart Tv 50 Rca And50fxuhd Android Uhd 4k Youtube Netflix,134099.0,MLA-TELEVISIONS,RCA
MLA1337738397,Smart Tv Bgh Led Uhd 4k Android Pne040263 220v,107000.0,MLA-TELEVISIONS,BGH
MLA1280863191,Smart Tv Motorola 50 Led Mt50y003a1b 4k Android Tv,97169.0,MLA-TELEVISIONS,Motorola
MLA1259052986,Smart Tv Samsung Neo Qled 4k Qn43qn90bagczb Qled 4k 43  220v - 240v,304999.0,MLA-TELEVISIONS,Samsung
MLA1166863804,Smart Tv Tcl P725-series L50p725 Led 4k 50  220v - 240v,101799.0,MLA-TELEVISIONS,TCL
MLA1174734938,Smart Tv Noblex Dm50x7550 Led 4k 50  220v,108289.09,MLA-TELEVISIONS,Noblex
MLA1125793071,Smart Tv Rca X55andtv Led 4k 55  100v/240v,133999.0,MLA-TELEVISIONS,RCA
MLA1171067560,Smart Tv Samsung Qn55q65bagxzd Qled 4k 55  100v/240v,284999.0,MLA-TELEVISIONS,Samsung
MLA1341130260,Smart Tv Led 50  4k L50p735 Go - Tcl,115999.0,MLA-TELEVISIONS,TCL
MLA1181166763,Smart Tv Tcl C725-series 65c725 Qled 4k 65  100v/240v,289999.0,MLA-TELEVISIONS,TCL
MLA1329944508,Smart Tv 4k Uhd 50 Pulgadas Rca C50and Android Dolby Hdr Voz,91999.0,MLA-TELEVISIONS,RCA
MLA1288013500,Tv Led 4k 50  Noblex Dk50x7500  Uhd Smart Netflix Tda,105990.0,MLA-TELEVISIONS,Noblex
MLA1157630356,Smart Tv Tcl L55p715 Led 4k 55  220v,161248.75,MLA-TELEVISIONS,TCL
MLA1227954162,Smart Tv Kanji Kj-6xst005 Led 4k 60  220v - 240v,133998.0,MLA-TELEVISIONS,Kanji
MLA1107817733,Smart Tv Samsung 2021 Un50au7000gczb Uhd 4k Tizen Led 50'',139999.0,MLA-TELEVISIONS,Samsung
MLA1279595835,Smart Tv Feelnology F5022uk6 Led 4k 50  220v,89870.0,MLA-TELEVISIONS,Feelnology
MLA1137497699,Smart Tv Samsung Qn55q80aagxzd Qled 4k 55  100v/240v,411999.0,MLA-TELEVISIONS,Samsung
MLA1217052286,Smart Tv Noblex 55 Pulgadas Dk55x6550 4k Uhd ,153599.0,MLA-TELEVISIONS,Noblex
MLA927162973,Smart Tv 50 Rca And50fxuhd Android Uhd 4k Netflix Youtube,107279.0,MLA-TELEVISIONS,RCA
MLA1163390684,Smart Tv Tcl L50p615 50   4k Uhd Android Tv ,106652.0,MLA-TELEVISIONS,TCL
MLA1316656011,Smart Tv Hisense 9155a64h Led 4k 55  220v,157999.0,MLA-TELEVISIONS,Hisense
MLA1347369541,Smart Tv Led 55  4k 91mt55 Motorola,146999.0,MLA-TELEVISIONS,Motorola
MLA904382091,Smart Tv Samsung Series 7 Un43tu7000gczb Led 4k 43  220v - 240v,135899.0,MLA-TELEVISIONS,Samsung
MLA1127075969,Tv Smart LG Nanocell 55  4k 55nano80,254999.0,MLA-TELEVISIONS,LG
MLA1183249991,Smart Tv Led 50 Bgh B5022uk6 Ultra Hd Netflix Youtube 220v,98050.0,MLA-TELEVISIONS,BGH
MLA1151927341,Smart Tv Philco Pld50hs22pi Led 4k 50  Negro 220v,95999.0,MLA-TELEVISIONS,Philco
MLA1198363837,Smart Tv Noblex Qled 65 Pulgadas Dq65x9500 4k Google Tv,219999.0,MLA-TELEVISIONS,Noblex
MLA1219447814,Smart Tv Noblex X7 Series Dm50x7500 Led 4k 50  220v,107999.0,MLA-TELEVISIONS,Noblex
MLA1185773495,Smart Tv Tcl L50c725 Uhd Qled 50 Android 4k 100v/240v,134999.0,MLA-TELEVISIONS,TCL
MLA1281931693,Smart Tv Philco Pld50hs2250pi Led Hdr 4k 50'',102499.0,MLA-TELEVISIONS,Philco
MLA1139288470,Smart Tv 50  Tcl L50p725 4k Uhd Google Tv,115999.0,MLA-TELEVISIONS,TCL
MLA1203654474,Smart Tv Philips 6600 Series 50pud6654/77 Led 4k 50  110v/240v,95999.0,MLA-TELEVISIONS,Philips
MLA1119810206,Smart Tv Hisense A6 Series 50a64gsv Led 4k 50  220v,107999.0,MLA-TELEVISIONS,Hisense
MLA1133869624,Televisor Bgh 50'' Android Tv Negro 4k Ultra Hd Control Voz,120999.0,MLA-TELEVISIONS,BGH
MLA1141931284,Smart Tv Candy 55sv1200 Led 4k 55  110v/240v,132608.93,MLA-TELEVISIONS,Candy
MLA1272358658,Smart Tv Samsung Series 6 Qn55q65bagczb Qled 4k 55  220v - 240v,269999.0,MLA-TELEVISIONS,Samsung
MLA1347395536,Smart Tv Motorola Mt50g22 Led Full Hd 50  220v,124999.0,MLA-TELEVISIONS,Motorola
MLA1150976141,Smart Tv 55  Tcl 55p725 Dled 4k 55 ,127999.0,MLA-TELEVISIONS,TCL
MLA1300933604,Smart Tv Noblex Dr50x7550 Led 4k 50  220v,108999.0,MLA-TELEVISIONS,Noblex
MLA1122003107,Smart Tv Samsung Series 7 Un65au7000gczb Led 4k 65  220v - 240v,241999.0,MLA-TELEVISIONS,Samsung
MLA1285915734,Smart Tv Samsung Series 7 Un70au7000gxzs Led 4k 70  100v/240v,340899.0,MLA-TELEVISIONS,Samsung
MLA1158031351,Smart Tv 50 Philips 4k 7400 Series 50pud7406|77 Android,141999.0,MLA-TELEVISIONS,Philips
MLA1318229282,Smart Tv LG Evo Oled65c2psa 4k 65  100v/240v,665930.0,MLA-TELEVISIONS,LG
MLA1105971758,Tv Smart Android Led 4k Philips 55 Uhd 55pud7406/77,130999.0,MLA-TELEVISIONS,Philips
MLA1107817740,Smart Tv Samsung 2021 N43au7000gczb Uhd 4k Tizen Led 43'',124999.0,MLA-TELEVISIONS,Samsung
MLA904382089,Smart Tv Samsung  Un43tu7000gczb 43 Pulgadas 4k Ultra Hd,135899.0,MLA-TELEVISIONS,Samsung
MLA1128214599,Led Tv Philips 50 Pud7406/77 Android Smart Netflix Prime 4k,124999.0,MLA-TELEVISIONS,Philips
MLA1128484823,Smart Tv 4k 55 Philips Ambilight 55pud7906 Android Hdr Cuota,220499.0,MLA-TELEVISIONS,Philips
MLA1135929977,Smart Tv Led 55  Hitachi Cdh-le554ksmart21 Android 4k,128099.0,MLA-TELEVISIONS,Hitachi
MLA1356399648,Smart Tv Hitachi Cdh-le554ksmart22 Lcd 4k 55  100v/240v,134999.0,MLA-TELEVISIONS,Hitachi
MLA1120456909,Smart Tv Samsung Series 7 Un50au7000gczb Led 4k 50  ,139999.0,MLA-TELEVISIONS,Samsung
MLA925537325,Smart Tv Philco Pld50us9a1 Led 4k 50  220v,107118.96,MLA-TELEVISIONS,Philco
MLA1139432648,Smart Tv 55  Samsung Series 7 Un55au7000gczb Led 4k ,174999.0,MLA-TELEVISIONS,Samsung
MLA1133073526,Smart Tv Hyundai Hyled-58uhd4 4k 58  220v,117699.0,MLA-TELEVISIONS,Hyundai
MLA1316629248,Smart Tv Hisense 50u60h Uled 4k 50'' Con Google Tv,149999.0,MLA-TELEVISIONS,Hisense
MLA1131868812,Televisor Samsung 55  Smart Tv Crystal Uhd 4k Au7000,164999.0,MLA-TELEVISIONS,Samsung
MLA1133830135,Smart Tv Led Philips 50pud7406 De 4k 50 PuLG Bluetooth Wifi,158543.6,MLA-TELEVISIONS,Philips
MLA1361070453,Smart Tv 65 Tcl Led 4k L65p725 Uhd Google Tv,169999.0,MLA-TELEVISIONS,TCL
MLA910704613,Smart Tv LG 50  4k Uhd Ai Thinq 50um7360ps Con Magic Control,134999.0,MLA-TELEVISIONS,LG
MLA1360600532,Smart Tv Samsung The Frame Qn55ls03aagczbc Qled 4k 55  220v,379999.0,MLA-TELEVISIONS,Samsung
MLA1141990828,Smart Tv Bgh B5521uh6a Led 4k 55  220v,136990.0,MLA-TELEVISIONS,BGH
MLA1243094999,Smart Tv Noblex Dk75x7500pi Led Hdr 4k 75'' Con Google Tv,279999.0,MLA-TELEVISIONS,Noblex
MLA1290430834,Led Smart Tv 55  Daihatsu Dht55ch 4k Uhd Google Tv,108999.0,MLA-TELEVISIONS,Daihatsu
MLA1158211249,Smart Tv 50 Philips 4k 7400 Series 50pud7406|77 Android,107499.0,MLA-TELEVISIONS,Philips
MLA900398392,Smart Tv Sanyo Lce50su9550 Led 4k 50  220v,115898.78,MLA-TELEVISIONS,Sanyo
MLA1233032334,Smart Tv Samsung 65 Pulgadas Qled 4k Q65b Qn65q65bagczb,304999.0,MLA-TELEVISIONS,Samsung
MLA1139215407,Smart Tv 55  LG Led Uhd 4k Nanocell 55nano80 Con Thinq Ai,211799.0,MLA-TELEVISIONS,LG
MLA1136584861,Smart Tv Sony X80j Series Kd-55x80j Lcd 4k 55  110v/240v,349999.49,MLA-TELEVISIONS,Sony
MLA1151955250,Smart Tv Samsung Series 8 Qn55q80aagxzs Qled 4k 55  100v/240v,384999.0,MLA-TELEVISIONS,Samsung
MLA1128916788,Smart Tv Philips 65 Led 4k Serie 7000 65pud7906/77 Android,323999.0,MLA-TELEVISIONS,Philips
MLA1133234667,Smart Tv Philips 7000 Series 50pud7406/77 Led 4k 50  Delta ,118999.0,MLA-TELEVISIONS,Philips
MLA1316661778,Smart Tv Hisense 55u60h Uled 4k 55'' Con Google Tv,189999.0,MLA-TELEVISIONS,Hisense
MLA1229453835,Smart Tv Noblex Dk55x7500pi Led 4k 55'' Con Google Tv,117999.0,MLA-TELEVISIONS,Noblex
MLA1144381976,Smart Tv Xiaomi L43m6-6a Led 4k 43  100v/240v,159999.0,MLA-TELEVISIONS,Xiaomi
MLA904379341,Smart Tv Samsung Series 7 Un43tu7000gczb Led 4k 43 Pulgadas,135899.0,MLA-TELEVISIONS,Samsung
MLA1118626251,Smart Tv Led LG 55 55nano80 4k Nanocell Uhd Thinq Ai Webos,221079.0,MLA-TELEVISIONS,LG
MLA1231740104,Smart Tv Noblex Dr55x7550pi Led 4k 55'' Con Android Tv,125990.0,MLA-TELEVISIONS,Noblex
MLA1120743551,Smart Tv Philips 70pud7906/77 Led 4k 70  110v/240v,249999.0,MLA-TELEVISIONS,Philips
MLA1273629803,Smart Tv 55   Tcl Led L55p735 Uhd Google Tv-rv,128999.0,MLA-TELEVISIONS,TCL
MLA1130860399,Smart Tv Philips 7000 Series 50pud7406/77 Led 4k 50 ,93999.0,MLA-TELEVISIONS,Philips
MLA1160501500,Smart Tv Hitachi 50 4k Uhd Android,102499.0,MLA-TELEVISIONS,Hitachi
MLA1151327963,Smart Tv 58  Hyundai Hyled-58uhd5a 4k Ultra Hd,168748.75,MLA-TELEVISIONS,Hyundai
MLA1168759641,Smart Tv Led Noblex Dr50x7550 4k Youtube Netflix Android Tv,107999.0,MLA-TELEVISIONS,Noblex
MLA1216352237,Android Tv Tcl L55p615 - 4k Hdr Dolby 100v-240v,115999.0,MLA-TELEVISIONS,TCL
MLA1124712411,Smart Tv 55 Pulgadas Rca 4k Uhd And55fxuhd Techcel Nuevo,133999.0,MLA-TELEVISIONS,RCA
MLA1117382283,Smart Tv Kanji Kj-50st005 Led 4k 50  100v/240v,104989.71,MLA-TELEVISIONS,Kanji
MLA1297858398,Smart Tv Hitachi Cdh-le654ksmart24-f Led 4k 65  220v,175999.0,MLA-TELEVISIONS,Hitachi
MLA1110246390,Smart Tv 4k 50 Pulgada Philips 50pud7406/77 Hdr Android X30c,144999.0,MLA-TELEVISIONS,Philips
MLA1213200158,Smart Tv LG Ai Thinq 43up7750psb Lcd 4k 43  100v/240v,116998.7,MLA-TELEVISIONS,LG
MLA1109707559,Smart Tv 50 Samsung Un50au7000gczb Uhd 4k Serie Au7000 Hdmi,112499.0,MLA-TELEVISIONS,Samsung
MLA1110272283,Smart Tv 4k Uhd 50 Pulgadas Philips 50pud7406/77 Hdr Android,121229.0,MLA-TELEVISIONS,Philips
MLA932856664,Televisor Smart 50 Pulgadas Led 4k Con Control Remoto Hdmi,102098.0,MLA-TELEVISIONS,Kanji
MLA1294772855,Smart Tv Philco Predicta 94predictatv5521 Oled 4k 55  220v,361699.0,MLA-TELEVISIONS,Philco
MLA1243094333,Smart Tv Led LG 50 Al Thinq Uhd 4k Led 50up7750 Wifi,157999.0,MLA-TELEVISIONS,LG
MLA1192485082,Smart Tv Siera 55 Stv5503n Uhd Led Android 4k,109609.0,MLA-TELEVISIONS,Siera
MLA1135207211,Televisor Samsung Smart Tv 55  Qled 4k Qn55q80aagczb,399999.0,MLA-TELEVISIONS,Samsung
MLA1108962745,Smart Tv Samsung Series 7 43 Uhd 4k Au7000,124999.0,MLA-TELEVISIONS,Samsung
MLA1109870401,Smart Tv Led 50 Pulgadas Rca And50fxuhd Android 4k Uhd Cuota,145098.0,MLA-TELEVISIONS,RCA
MLA1132384604,Smart Tv Led 50  Philips 50pud7406/77 Android Tv 4k A12,153499.0,MLA-TELEVISIONS,Philips
MLA1115377028,Smart Tv LG 43 Al Thinq Uhd 4k Led 43up7750 Tio Musa,116999.0,MLA-TELEVISIONS,LG
MLA1135926076,Smart Tv 55 Hitachi Cdh-le554ksmart21 4k Android,126999.0,MLA-TELEVISIONS,Hitachi
MLA1362342260,Smart Tv Noblex 91dk50x6500pi Led 4k 50  220v,99999.0,MLA-TELEVISIONS,Noblex
MLA1157712607,Smart Tv Tcl 55p725 Dled 4k 55  100v/240v,134999.0,MLA-TELEVISIONS,TCL
MLA1154885195,Smart Tv Hyundai 50 4k Televisor Google Android Full,100822.5,MLA-TELEVISIONS,Hyundai
MLA1275872064,Smart Tv Jvc Lt-50da71252pi Led 4k 50'',117999.0,MLA-TELEVISIONS,JVC
MLA1333257105,Smart Tv Samsung Neo Qled 4k Qn65qn85bagczb Qled 4k 65  220v - 240v,619999.0,MLA-TELEVISIONS,Samsung
MLA1170647833,Smart Tv Bgh B5522us6a Uled 4k 55  220v,119999.0,MLA-TELEVISIONS,BGH
MLA1346223437,Smart Tv LG Evo Oled55c2psa 4k 55  100v/240v,569999.0,MLA-TELEVISIONS,LG
MLA1316665162,Smart Tv Tcl L55c635 Qled 4k 55  220v,182999.0,MLA-TELEVISIONS,TCL
MLA1121174081,Smart Tv LG Ai Thinq 43up7750psb Lcd 4k 43  Nuevo Garantía,92999.0,MLA-TELEVISIONS,LG
MLA1336881016,Smart Tv 4k Led 50 Pulgadas Telefunken F5022uk6 Uhd Hdmi,91999.0,MLA-TELEVISIONS,Telefunken
MLA1173583907,Smart Tv 50  Uhd 4k Hdr10+ Bluetooth Hdmi Ultrafino Philips,105999.0,MLA-TELEVISIONS,Philips
MLA1131146950,Smart Tv Samsung 55  Qled 4k The Frame Qled 4k,379999.0,MLA-TELEVISIONS,Samsung
MLA1138334413,Smart Tv Philips 7000 Series 50pud7406/77 Led 4k 50  ,110999.0,MLA-TELEVISIONS,Philips
MLA1146594507,43 4k Uhd Smart Tv Android Philips 43pud7407/77 Bluetooth,150339.0,MLA-TELEVISIONS,Philips
MLA1241418468,Tcl Led 55 4k Hdr L55p735 Uhd Google Tv,179999.0,MLA-TELEVISIONS,TCL
MLA1126585100,Smart Tv LG Ai Thinq 70up7750psb Led 4k 70  100v/240v,299999.0,MLA-TELEVISIONS,LG
MLA932854259,Televisor Smart 50 Pulgadas Led 4k Con Control Remoto Hdmi ,138998.0,MLA-TELEVISIONS,Kanji
MLA1133463527,Smart Tv Tcl 55  L55p725 Uhd Google Tv,204284.0,MLA-TELEVISIONS,TCL
MLA1242358301,Smart Tv Samsung Serie 8 Un65bu8000gczb Led 4k 65  100-240v,299999.0,MLA-TELEVISIONS,Samsung
MLA1361320034,Smart Tv Tlc 50 Pulgadas L50p735 4k Hdr Google Tv,97999.0,MLA-TELEVISIONS,TCL
MLA1111109389,Smart Tv Led 50p 4k 50pud7406a Philips,164059.0,MLA-TELEVISIONS,Philips
MLA1200100413,Eq Tv Samsung 55  Qled 4k Serie Q65b,269999.0,MLA-TELEVISIONS,Samsung
MLA1340761140,Tv Smart 50  Uhd 4k Android Rca C50and-f,105999.0,MLA-TELEVISIONS,RCA
MLA1123617767,Smart Tv Samsung Series 7 Qn85q70aagczb Qled 4k 85  220v,875499.0,MLA-TELEVISIONS,Samsung
MLA1159874573,Smart Tv 50  Tcl C72-series 50c725 Qled 4k  Sonido Onkyo,129999.0,MLA-TELEVISIONS,TCL
MLA1125110636,Smart Tv 4k 50 Pulgadas Hitachi Le504ksmart21 Hdr Bt Android,119999.0,MLA-TELEVISIONS,Hitachi
MLA1105091763,Smart Tv Led 50 Pulgadas Rca And50fxuhd Android 4k Uhd,116998.0,MLA-TELEVISIONS,RCA
MLA1356404594,Smart Tv Noblex Dj50x6500 Led 4k 50  220v,99999.0,MLA-TELEVISIONS,Noblex
MLA1202661011, Smart Tv Noblex Db58x7500pi 58  Led 4k Android Tv,140999.0,MLA-TELEVISIONS,Noblex
MLA1129229911,Noblex Dk50x9500 Qled 4k 50 Black Series,130891.0,MLA-TELEVISIONS,Noblex
MLA1292483924,Smart Tv Led 70 Pulgadas 4k 70a6h Hisense,229999.0,MLA-TELEVISIONS,Hisense
MLA1207440588,Smart Tv Noblex Dq50x9500pi Qled 4k 50'' Google Tv,144999.0,MLA-TELEVISIONS,Noblex
MLA1165525817,Smart Tv Quint Qt1-50frameles 4k 50  220v,127999.0,MLA-TELEVISIONS,Quint
MLA1151329549,Televisor Tcl L65p725 Smart Tv 55 Pulgadas Voltaje 240v,234999.0,MLA-TELEVISIONS,TCL
MLA1242343859,Smart Tv LG Oled 55  Oled55c2psa 4k Hdr10pro Thinq Ai,448479.0,MLA-TELEVISIONS,LG
MLA1120730959,Smart Tv Candy Led 4k 55 Pulgadas 55sv1200 Disney Netflix,139999.0,MLA-TELEVISIONS,Candy
MLA1256865873,Smart Tv Rca 55  And55p7uhd Ultra Hd Android Tv 100-240v ,124049.0,MLA-TELEVISIONS,RCA
MLA1133096734,Smart Tv Philips Led 55 4k 55pud7906/77 Android Ambilight,199999.0,MLA-TELEVISIONS,Philips
MLA1139435857,Tv 43  Smart Samsung Un43au7000gczb Uhd 4k Hdr Hdmi Netflix,112999.0,MLA-TELEVISIONS,Samsung
MLA1275666492,Smart Tv Noblex 55 Led 4k Nitid Uhd Series X7 Dk55x7500,123997.0,MLA-TELEVISIONS,Noblex
MLA1136574191,Smart Tv Bgh B5521uh6a Led 4k 55  220v,192130.0,MLA-TELEVISIONS,BGH
MLA1169117885,Smart Tv Hisense H4318fh5 Led 4k 43  100v/240v,120000.0,MLA-TELEVISIONS,Hisense
MLA1139415030,Smart Tv 55  Samsung Series 7 Un55au7000gczb Led 4k ,218749.0,MLA-TELEVISIONS,Samsung
MLA1241316427,Tv Tcl Qled 55  4k C635 Uhd Google Tv Micro Dimming 120 Hz,210999.0,MLA-TELEVISIONS,TCL
MLA1294881350,Smart Tv Led LG 50' 50uq8050psb Uhd 4k Thinq Ai Hdr 10 Pro,158817.0,MLA-TELEVISIONS,LG
MLA868721256,Smart Tv 50  4k Ultra Hd 50u6295/77g Aoc,146549.0,MLA-TELEVISIONS,AOC
MLA1167947402,Smart Tv Samsung 50 4k 60hz Un50au7000gczb Mexx 1,122979.0,MLA-TELEVISIONS,Samsung
MLA1297400216,Smart Tv Noblex Dk50x6550pi Led Hdr 4k 50'' Vidaa,105999.0,MLA-TELEVISIONS,Noblex
MLA921729768,Led Smart Rca 55 Uhd 4k Android Tv Bluetooth Hdr Google Play,132899.0,MLA-TELEVISIONS,RCA
MLA1259046678,Smart Tv Samsung Series 7 Un70au7000gczb Led 4k 70  220v - 240v,374999.0,MLA-TELEVISIONS,Samsung
MLA1258674513,Smart Tv Noblex Dq75x9500pi Qled 4k 75'' Black Series Con Google Tv,326999.0,MLA-TELEVISIONS,Noblex
MLA1339773859,Smart Tv Motorola 50 Led Mt50y003a1b 4k Android Tv Nuevo,119999.0,MLA-TELEVISIONS,Motorola
MLA1273965281,Tcl Led 55  L55p735 Uhd Google Tv-rv,161248.75,MLA-TELEVISIONS,TCL
MLA1345897133,Smart Tv Samsung Series 8 Un65bu8000gczb Led 4k 65  220v - 240v,256276.0,MLA-TELEVISIONS,Samsung
MLA1274283302,Smart Tv Samsung Neo Qled 4k Qn43qn90bagczb Qled 4k 43  ,274999.0,MLA-TELEVISIONS,Samsung
MLA1214813536, Smart Tv Noblex Db58x7500pi 58  Led 4k Android Tv,140999.0,MLA-TELEVISIONS,Noblex
MLA1160757271,Samsung 55  Qled 4k Q65b,269999.0,MLA-TELEVISIONS,Samsung
MLA1113215994,Samsung Smart Tv 55 4k Uhd Un55au7000gczb Watchcenter,184499.0,MLA-TELEVISIONS,Samsung
MLA1330708250,Smart Tv Led 50  LG 50uq8050 Uhd,184999.0,MLA-TELEVISIONS,LG
MLA932855444, Smart Tv 50 Pulgadas Kanji Led Ultra Hd 4k Entrada Hdmi,96998.0,MLA-TELEVISIONS,Kanji
MLA1144249323,Smart Tv Samsung Series 7 Un55au7000gczb Led 4k 55  ,255621.0,MLA-TELEVISIONS,Samsung
MLA1346894149,Smart Tv 4k 50 Motorola Android Control Voz Chromecast Bt,129999.0,MLA-TELEVISIONS,Motorola
MLA1130682257,Smart Tv Tcl 55  4k Google Tv Control De Voz Hdmi,131999.0,MLA-TELEVISIONS,TCL
MLA1133223079,Smart Tv Philips 7000 Series 50pud7406/77 Led 4k 50  Delta 2,159499.0,MLA-TELEVISIONS,Philips
MLA1128255659,Smart Tv 4k 55 Philips Ambilight 7900 55pud7906 Hdr Android,163339.0,MLA-TELEVISIONS,Philips
MLA1146563968,43 4k Uhd Smart Tv Android Philips 43pud7407/77 Bluetooth,158859.0,MLA-TELEVISIONS,Philips
MLA1326494198,Smart Tv Motorola Mt50g22 Led Full Hd 50  220v,116999.0,MLA-TELEVISIONS,Motorola
MLA910705845,Smart Tv LG 50  4k Uhd Thinq Ai 50um7360psa Led Gtia Bidcom,164999.0,MLA-TELEVISIONS,LG
MLA1139353915,Smart Tv Quint 50´´ Uhd 4k,96999.0,MLA-TELEVISIONS,Quint
MLA1116126142,Samsung Q60a Smart Tv Qled 55 4k Qn55q60aagczb _ap,327810.0,MLA-TELEVISIONS,Samsung
MLA910791332,Smart Tv Hyundai 50  Android 4k Ultra Hd Hyled-50uhd5a,118698.93,MLA-TELEVISIONS,Hyundai
MLA1154915900,Smart Tv Bgh Led Uhd 4k Android B5022us6a 220v,110654.0,MLA-TELEVISIONS,BGH
MLA1131325804,Smart Tv Noblex Dm50x7550 Led 4k 50  220v,159999.0,MLA-TELEVISIONS,Noblex
MLA1116408378,Smart Tv Led Samsung 55 Un55au7000gczb Uhd 4k Hdr10+,159440.0,MLA-TELEVISIONS,Samsung
MLA910694966,Smart Tv LG Led 43  Fhd Thinq  Ai 43lm6350psb Gtia Bidcom,109999.0,MLA-TELEVISIONS,LG
